JS43	0.014225454
JS49	0.025497537
JS53	0.023825534
JS97	0.018532541
JS98	0.018491219
JS99	0.018771505
JS100	0.044368131
JS105	0.02714567
JS106	0.022233303
JS107	0.03144256
JS108	0.03127212
CD29	0.024479503
CD30	0.028144612
CD31	0.025223521
CD32	0.013616554
CD37	0.035763002
CD38	0.025647472
CD39	0.037057798
CD40	0.020371907
